1	QUỐC_HỘI	I	O	47	dep
43	,	CH	O	1	punct
44	chống	V	O	1	vmod
45	ma	N	O	44	dob
46	tuý.Điều	N	O	45	nmod
47	2	M	O	46	det
48	.	CH	O	1	punct
1	Giải_thích	V	O	0	root
2	từ	E	O	1	loc
3	ngữTrong	Np	O	2	pob
4	Luật	N	O	3	nmod
5	này	P	O	4	det
6	,	CH	O	11	punct
7	các	L	O	8	det
8	từ_ngữ	N	O	11	sub
9	dưới	N	O	8	nmod
10	đây	P	O	8	det
11	được	V	O	1	vmod
12	hiểu	V	O	11	vmod
13	như	C	O	12	vmod
14	sau	A	O	12	vmod
15	;	CH	O	11	punct
16	1	M	O	11	dep
17	.	CH	O	1	punct
1	Chất	N	O	3	sub
2	ma_tuý	N	O	1	nmod
3	là	C	O	0	root
4	chất	N	O	3	dob
5	gây	V	O	4	nmod
6	nghiện	V	O	5	vmod
7	,	CH	O	3	punct
8	chất	V	O	3	dep
9	hướng	N	O	8	vmod
10	thần	N	O	9	nmod
11	được	V	O	8	adv
12	quy_định	V	O	8	vmod
13	trong	E	O	12	loc
14	danh_mục	N	O	13	pob
15	chất	N	O	14	nmod
16	ma_tuý	N	O	15	nmod
17	do	E	O	12	prp
18	Chính_phủ	N	O	19	sub
19	ban_hành	V	O	17	dep
20	.	CH	O	3	punct
21	2	M	O	3	dep
22	.	CH	O	3	punct
1	Chất	N	O	4	sub
2	gây	V	O	1	nmod
3	nghiện	V	O	2	vmod
4	là	C	O	0	root
5	chất	N	O	4	dob
6	kích_thích	V	O	5	nmod
7	hoặc	Cc	O	2	coord
8	ức_chế	V	O	7	conj
9	thần_kinh	N	O	8	dob
10	,	CH	O	4	punct
11	dễ	A	O	12	vmod
12	gây	V	O	4	dep
13	tình_trạng	N	O	12	dob
14	nghiện	V	O	13	nmod
15	đối_với	E	O	13	nmod
16	người	N	O	15	pob
17	sử_dụng	V	O	16	nmod
18	.	CH	O	4	punct
19	3	M	O	4	dep
20	.	CH	O	4	punct
1	Chất	N	O	4	sub
2	hướng	N	O	1	nmod
3	thần	N	O	2	nmod
4	là	C	O	0	root
5	chất	N	O	4	dob
6	kích_thích	V	O	5	nmod
7	hoặc	Cc	O	5	coord
8	ức_chế	V	O	7	conj
9	thần_kinh	N	O	8	dob
10	hoặc	Cc	O	4	coord
11	gây	V	O	10	conj
12	ảo_giác	N	O	11	dob
13	,	CH	O	4	punct
14	nếu	C	O	11	coord
15	sử_dụng	V	O	14	conj
16	nhiều	A	O	17	nmod
17	lần	N	O	15	vmod
18	có_thể	R	O	19	adv
19	dẫn	V	O	17	nmod
20	tới	E	O	19	vmod
21	tình_trạng	N	O	20	pob
22	nghiện	V	O	21	nmod
23	đối_với	E	O	21	nmod
24	người	N	O	23	pob
25	sử_dụng	V	O	24	nmod
26	.	CH	O	4	punct
27	4	M	O	4	dep
28	.	CH	O	4	punct
1	Tiền	N	O	3	sub
2	chất	N	O	1	nmod
3	là	V	O	0	root
4	hoá_chất	N	O	3	dob
5	không_thể	R	O	6	amod
6	thiếu	A	O	3	dep
7	được	R	O	6	amod
8	trong	E	O	6	tmp
9	quá_trình	N	O	8	pob
10	điều_chế	V	O	9	nmod
11	,	CH	O	10	punct
12	sản_xuất	V	O	10	vmod
13	chất	N	O	12	dob
14	ma_tuý	N	O	13	nmod
15	được	V	O	9	nmod
16	quy_định	V	O	15	vmod
17	trong	E	O	16	loc
18	danh_mục	N	O	17	pob
19	tiền	N	O	18	nmod
20	chất	N	O	18	nmod
21	do	E	O	16	prp
22	Chính_phủ	N	O	23	sub
23	ban_hành	V	O	21	dep
24	.	CH	O	3	punct
25	5	M	O	21	dep
26	.	CH	O	3	punct
1	Thuốc	N	O	3	sub
2	thú_y	N	O	1	nmod
3	có	V	O	0	root
4	chứa	V	O	3	vmod
5	chất	N	O	4	dob
6	ma_tuý	N	O	5	nmod
7	,	CH	O	3	punct
8	tiền	N	O	10	sub
9	chất	N	O	8	nmod
10	là	V	O	3	dep
11	thuốc	N	O	10	vmod
12	thú_y	N	O	11	nmod
13	có	V	O	11	nmod
14	chứa	V	O	13	vmod
15	các	L	O	16	det
16	chất	N	O	14	dob
17	được	V	O	16	nmod
18	quy_định	V	O	17	vmod
19	tại	E	O	18	loc
20	các	L	O	21	det
21	khoản	N	O	19	pob
22	2	M	O	21	det
23	,	CH	O	21	punct
24	3	M	O	21	det
25	và	Cc	O	21	nmod
26	4	M	O	21	det
27	của	E	O	21	nmod
28	Điều	N	O	27	pob
29	này	P	O	28	det
30	.	CH	O	3	punct
31	6	M	O	3	dep
32	.	CH	O	3	punct
1	Cây	N	O	2	sub
2	có	V	O	0	root
3	chứa	V	O	2	vmod
4	chất	N	O	3	dob
5	ma_tuý	N	O	4	nmod
6	là	V	O	2	vmod
7	cây_thuốc	N	O	6	vmod
8	phiện	N	O	7	nmod
9	,	CH	O	7	punct
10	cây	N	O	7	nmod
11	côca	N	O	10	nmod
12	,	CH	O	7	punct
13	cây	N	O	7	nmod
14	cần_sa	N	O	13	nmod
15	và	Cc	O	7	coord
16	các	L	O	17	det
17	loại	N	O	15	conj
18	cây	N	O	17	nmod
19	khác	A	O	17	nmod
20	có	V	O	7	nmod
21	chứa	V	O	20	vmod
22	chất	N	O	21	dob
23	ma_tuý	N	O	22	nmod
24	do	E	O	20	prp
25	Chính_phủ	N	O	26	sub
26	quy_định	V	O	24	dep
27	.	CH	O	2	punct
28	7	M	O	2	dep
29	.	CH	O	2	punct
1	Phòng	N	O	6	sub
2	,	CH	O	6	punct
3	chống	V	O	1	nmod
4	ma_tuý	N	O	3	vmod
5	là	C	O	6	dep
6	phòng_ngừa	V	O	0	root
7	,	CH	O	6	punct
8	ngăn_chặn	V	O	6	vmod
9	,	CH	O	6	punct
10	đấu_tranh	V	O	6	vmod
11	chống	V	O	10	vmod
12	tội_phạm	N	O	11	dob
13	và	Cc	O	12	coord
14	tệ_nạn	N	O	13	conj
15	ma_tuý	N	O	14	nmod
16	;	CH	O	6	punct
17	kiểm_soát	V	O	6	vmod
18	các	L	O	19	det
19	hoạt_động	N	O	17	dob
20	hợp_pháp	A	O	19	nmod
21	liên_quan	V	O	19	nmod
22	đến	E	O	21	vmod
23	ma_tuý	N	O	22	pob
24	.	CH	O	6	punct
25	8	M	O	6	dep
26	.	CH	O	6	punct
1	Tệ_nạn	N	O	3	sub
2	ma_tuý	N	O	1	nmod
3	là	C	O	0	root
4	việc	N	O	3	vmod
5	sử_dụng	V	O	4	nmod
6	trái_phép	A	O	5	vmod
7	chất	N	O	5	dob
8	ma_tuý	N	O	7	nmod
9	,	CH	O	3	punct
10	nghiện	V	O	3	vmod
11	ma_tuý	N	O	10	dob
12	và	Cc	O	3	coord
13	các	L	O	14	det
14	hành_vi	N	O	12	conj
15	vi_phạm	V	O	14	nmod
16	pháp_luật	N	O	15	dob
17	về	E	O	15	vmod
18	ma_tuý	N	O	17	pob
19	mà	C	O	3	coord
20	chưa	R	O	21	adv
21	đến	V	O	19	conj
22	mức	N	O	21	dob
23	hoặc	Cc	O	21	coord
24	không	R	O	25	adv
25	bị	V	O	23	conj
26	truy_cứu	V	O	25	vmod
27	trách_nhiệm	N	O	26	dob
28	hình_sự	N	O	27	nmod
29	.	CH	O	3	punct
30	9	M	O	3	dep
31	.	CH	O	3	punct
1	Kiểm_soát	V	O	0	root
2	các	L	O	3	det
3	hoạt_động	N	O	1	dob
4	hợp_pháp	A	O	3	nmod
5	liên_quan	V	O	3	nmod
6	đến	E	O	5	vmod
7	ma_tuý	N	O	6	pob
8	là	C	O	1	coord
9	việc	N	O	5	vmod
10	cho_phép	V	O	9	nmod
11	,	CH	O	10	punct
12	theo_dõi	V	O	10	vmod
13	,	CH	O	10	punct
14	kiểm_tra	V	O	10	vmod
15	,	CH	O	14	punct
16	giám_sát	V	O	14	vmod
17	các	L	O	18	det
18	hoạt_động	N	O	16	dob
19	hợp_pháp	A	O	18	nmod
20	liên_quan	V	O	18	nmod
21	đến	E	O	20	vmod
22	ma_tuý	N	O	21	pob
23	và	Cc	O	20	coord
24	phòng_ngừa	V	O	23	conj
25	,	CH	O	14	punct
26	ngăn_chặn	V	O	14	vmod
27	việc	N	O	26	dob
28	lợi_dụng	V	O	27	nmod
29	các	L	O	30	det
30	hoạt_động	N	O	28	dob
31	đó	P	O	30	det
32	vào	E	O	28	vmod
33	mục_đích	N	O	32	pob
34	khác	A	O	33	nmod
35	.	CH	O	1	punct
36	10	M	O	9	det
37	.	CH	O	1	punct
1	Người	N	O	6	sub
2	sử_dụng	V	O	1	nmod
3	trái_phép	A	O	2	vmod
4	chất	N	O	2	dob
5	ma_tuý	N	O	4	nmod
6	là	V	O	0	root
7	người	N	O	6	vmod
8	có	V	O	7	nmod
9	hành_vi	N	O	8	dob
10	sử_dụng	V	O	9	nmod
11	chất	N	O	10	dob
12	ma_tuý	N	O	11	nmod
13	mà	C	O	6	coord
14	không	R	O	15	adv
15	được	V	O	13	conj
16	sự	N	O	15	dob
17	cho_phép	V	O	16	nmod
18	của	E	O	16	nmod
19	người	N	O	18	pob
20	hoặc	Cc	O	19	coord
21	cơ_quan_chuyên_môn	N	O	20	conj
22	có	V	O	16	nmod
23	thẩm_quyền	N	O	22	dob
24	và	Cc	O	15	coord
25	xét_nghiệm	V	O	24	conj
26	chất	N	O	25	dob
27	ma_tuý	N	O	26	nmod
28	trong	E	O	15	loc
29	cơ_thể	N	O	28	pob
30	có	V	O	15	vmod
31	kết_quả	N	O	30	dob
32	dương_tính	A	O	31	nmod
33	.	CH	O	6	punct
34	11	M	O	6	dep
35	.	CH	O	6	punct
1	Xét_nghiệm	V	O	0	root
2	chất	N	O	1	dob
3	ma_tuý	N	O	2	nmod
4	trong	E	O	2	loc
5	cơ_thể	N	O	4	pob
6	là	V	O	1	vmod
7	việc	N	O	6	dob
8	thực_hiện	V	O	7	nmod
9	các	L	O	10	det
10	kỹ_thuật	N	O	8	dob
11	chuyên_môn	N	O	10	nmod
12	nhằm	V	O	7	prp
13	xác_định	V	O	12	vmod
14	chất	N	O	13	dob
15	ma_tuý	N	O	14	nmod
16	trong	E	O	14	loc
17	cơ_thể	N	O	16	pob
18	thông_qua	V	O	13	vmod
19	mẫu	N	O	18	dob
20	nước_tiểu	N	O	19	nmod
21	,	CH	O	7	punct
22	mẫu	N	O	7	nmod
23	máu	N	O	22	nmod
24	hoặc	Cc	O	7	coord
25	các	L	O	26	det
26	mẫu_vật	N	O	24	conj
27	khác	A	O	26	nmod
28	của	E	O	26	nmod
29	cơ_thể	N	O	28	pob
30	người	N	O	29	nmod
31	.	CH	O	1	punct
32	12	M	O	29	det
33	.	CH	O	1	punct
1	Người	N	O	4	sub
2	nghiện	V	O	1	nmod
3	ma_tuý	N	O	2	dob
4	là	V	O	0	root
5	người	N	O	4	vmod
6	sử_dụng	V	O	5	nmod
7	chất	N	O	6	dob
8	ma_tuý	N	O	7	nmod
9	,	CH	O	4	punct
10	thuốc	N	O	7	nmod
11	gây	V	O	10	nmod
12	nghiện	V	O	11	vmod
13	,	CH	O	4	punct
14	thuốc	N	O	19	sub
15	hướng	V	O	14	nmod
16	thần	N	O	15	dob
17	và	Cc	O	4	coord
18	bị	V	O	17	conj
19	lệ_thuộc	V	O	18	vmod
20	vào	E	O	19	loc
21	các	L	O	22	det
22	chất	N	O	20	pob
23	này	P	O	22	det
24	.	CH	O	4	punct
25	13	M	O	4	dep
26	.	CH	O	4	punct
1	Cai_nghiện	V	O	0	root
2	ma_tuý	N	O	1	dob
3	là	C	O	1	vmod
4	quá_trình	N	O	1	sub
5	thực_hiện	V	O	4	nmod
6	các	L	O	7	det
7	hoạt_động	N	O	5	dob
8	hỗ_trợ	V	O	7	nmod
9	về	E	O	7	nmod
10	y_tế	N	O	9	pob
11	,	CH	O	10	punct
12	tâm_lý	N	O	10	nmod
13	,	CH	O	10	punct
14	xã_hội	N	O	10	nmod
15	,	CH	O	1	punct
16	giúp	V	O	1	vmod
17	người	N	O	16	dob
18	nghiện	V	O	17	nmod
19	ma_tuý	N	O	18	dob
20	dừng	V	O	16	iob
21	sử_dụng	V	O	20	vmod
22	chất	N	O	21	dob
23	ma_tuý	N	O	22	nmod
24	,	CH	O	1	punct
25	thuốc	N	O	1	sub
26	gây	V	O	25	nmod
27	nghiện	V	O	26	vmod
28	,	CH	O	1	punct
29	thuốc	N	O	33	sub
30	hướng	V	O	29	nmod
31	thần	N	O	30	dob
32	,	CH	O	1	punct
33	phục_hồi	V	O	1	vmod
34	thể_chất	N	O	33	dob
35	,	CH	O	34	punct
36	tinh_thần	N	O	34	nmod
37	,	CH	O	1	punct
38	nâng	V	O	1	vmod
39	cao	A	O	38	vmod
40	nhận_thức	N	O	38	dob
41	,	CH	O	1	punct
42	thay_đổi	V	O	1	vmod
43	hành_vi	N	O	42	dob
44	để	E	O	42	prp
45	chấm_dứt	V	O	44	vmod
46	việc	N	O	45	vmod
47	sử_dụng	V	O	46	nmod
48	trái_phép	A	O	47	vmod
49	các	L	O	50	det
50	chất	N	O	47	dob
51	này	P	O	50	det
52	.	CH	O	1	punct
53	14	M	O	1	dep
54	.	CH	O	1	punct
1	Cơ_sở	N	O	4	sub
2	cai_nghiện	V	O	1	nmod
3	ma_tuý	N	O	2	dob
4	là	V	O	0	root
5	cơ_sở	N	O	4	dob
6	được	V	O	5	nmod
7	thành_lập	V	O	6	vmod
8	để	E	O	7	prp
9	thực_hiện	V	O	8	vmod
10	đầy_đủ	A	O	9	vmod
11	quy_trình	N	O	10	amod
12	cai_nghiện	V	O	11	nmod
13	theo	V	O	12	vmod
14	quy_định	V	O	11	nmod
15	của	E	O	11	nmod
16	Luật	N	O	15	pob
17	này	P	O	16	det
18	,	CH	O	21	punct
19	bao_gồm	V	O	8	vmod
20	cơ_sở	N	O	19	dob
21	cai_nghiện	V	O	20	nmod
22	ma_tuý	N	O	21	vmod
23	công_lập	A	O	20	nmod
24	và	Cc	O	5	coord
25	cơ_sở	N	O	24	conj
26	cai_nghiện	V	O	25	nmod
27	ma_tuý	N	O	26	dob
28	tự	P	O	29	vmod
29	nguyện.Điều	Np	O	25	nmod
30	3	M	O	5	det
31	.	CH	O	4	punct
1	Chính_sách	N	O	7	sub
2	của	E	O	1	nmod
3	Nhà_nước	N	O	2	pob
4	về	E	O	1	nmod
5	phòng	N	O	4	pob
6	,	CH	O	7	punct
7	chống	V	O	0	root
8	ma_tuý	N	O	7	dob
9	1	M	O	8	det
10	.	CH	O	7	punct
1	Thực_hiện	V	O	0	root
2	đồng_bộ	A	O	1	vmod
3	các	L	O	4	det
4	biện_pháp	N	O	1	dob
5	phòng	N	O	4	nmod
6	,	CH	O	1	punct
7	chống	V	O	1	vmod
8	ma_tuý	N	O	7	dob
9	;	CH	O	1	punct
10	kết_hợp	V	O	1	vmod
11	với	E	O	10	vmod
12	phòng	N	O	11	pob
13	,	CH	O	1	punct
14	chống	V	O	1	vmod
15	HIV	Ny	O	14	vmod
16	/	CH	O	15	punct
17	AIDS	Ny	O	15	nmod
18	và	Cc	O	1	coord
19	các	L	O	20	det
20	tệ_nạn	N	O	18	conj
21	xã_hội	N	O	20	nmod
22	khác	A	O	20	nmod
23	.	CH	O	1	punct
24	2	M	O	1	det
25	.	CH	O	1	punct
1	Tăng_cường	V	O	0	root
2	hoạt_động	N	O	1	dob
3	tuyên_truyền	V	O	2	nmod
4	,	CH	O	1	punct
5	giáo_dục	N	O	1	sub
6	về	E	O	1	vmod
7	công_tác	N	O	6	pob
8	phòng	N	O	7	nmod
9	,	CH	O	1	punct
10	chống	V	O	1	vmod
11	ma_tuý	N	O	10	dob
12	;	CH	O	1	punct
13	khuyến_khích	V	O	1	vmod
14	tổ_chức	V	O	13	vmod
15	,	CH	O	1	punct
16	cá_nhân	N	O	17	sub
17	tham_gia	V	O	1	vmod
18	tuyên_truyền	V	O	17	vmod
19	,	CH	O	1	punct
20	giáo_dục	N	O	16	nmod
21	phòng	N	O	20	nmod
22	,	CH	O	1	punct
23	chống	V	O	1	vmod
24	ma_tuý	N	O	23	dob
25	.	CH	O	1	punct
26	3	M	O	20	det
27	.	CH	O	1	punct
1	Ưu_tiên	A	O	7	sub
2	nguồn_lực	N	O	1	amod
3	phòng	N	O	2	nmod
4	,	CH	O	1	punct
5	chống	V	O	2	nmod
6	ma_tuý	N	O	5	vmod
7	cho	E	O	0	root
8	vùng	N	O	7	pob
9	đồng_bào	N	O	8	nmod
10	dân_tộc_thiểu_số	N	O	9	nmod
11	và	Cc	O	8	coord
12	miền	N	O	11	conj
13	núi	N	O	12	nmod
14	,	CH	O	8	punct
15	vùng_sâu	N	O	8	nmod
16	,	CH	O	8	punct
17	vùng_xa	N	O	8	nmod
18	,	CH	O	8	punct
19	hải_đảo	N	O	8	nmod
20	,	CH	O	8	punct
21	khu_vực	N	O	8	nmod
22	biên_giới	N	O	21	nmod
23	và	Cc	O	8	coord
24	địa_bàn	N	O	23	conj
25	phức_tạp	A	O	24	nmod
26	về	E	O	8	nmod
27	ma_tuý	N	O	26	pob
28	.	CH	O	7	punct
29	4	M	O	27	det
30	.	CH	O	7	punct
1	Cán_bộ	N	O	0	root
2	,	CH	O	1	punct
3	chiến_sĩ	N	O	1	nmod
4	thuộc	V	O	1	nmod
5	cơ_quan	N	O	4	dob
6	chuyên_trách	V	O	5	nmod
7	phòng	N	O	6	dob
8	,	CH	O	4	punct
9	chống	V	O	4	vmod
10	tội_phạm	N	O	9	dob
11	về	E	O	9	dir
12	ma_tuý	N	O	11	pob
13	,	CH	O	12	punct
14	người	N	O	12	nmod
15	làm	V	O	14	nmod
16	công_tác	N	O	15	dob
17	cai_nghiện	V	O	16	nmod
18	ma_tuý	N	O	17	vmod
19	trong	E	O	16	loc
20	các	L	O	21	det
21	cơ_sở	N	O	19	pob
22	cai_nghiện	V	O	21	nmod
23	ma_tuý	N	O	22	vmod
24	công_lập	A	O	21	nmod
25	được	V	O	21	nmod
26	hưởng	V	O	25	vmod
27	chế_độ	N	O	26	dob
28	,	CH	O	25	punct
29	chính_sách	N	O	31	sub
30	ưu_đãi	V	O	29	nmod
31	phù_hợp	V	O	25	vmod
32	với	E	O	31	vmod
33	tính_chất	N	O	32	pob
34	nhiệm_vụ	N	O	33	nmod
35	,	CH	O	4	punct
36	địa_bàn	N	O	33	nmod
37	hoạt_động	V	O	36	nmod
38	theo	V	O	37	vmod
39	quy_định	V	O	36	nmod
40	của	E	O	36	nmod
41	Chính_phủ	N	O	40	pob
42	.	CH	O	1	punct
43	5	M	O	41	det
44	.	CH	O	39	punct
1	Bảo_vệ	V	O	0	root
2	,	CH	O	1	punct
3	hỗ_trợ	V	O	1	vmod
4	cá_nhân	N	O	3	dob
5	,	CH	O	4	punct
6	gia_đình	N	O	4	nmod
7	,	CH	O	4	punct
8	cơ_quan	N	O	4	nmod
9	,	CH	O	1	punct
10	tổ_chức	V	O	1	vmod
11	tham_gia	V	O	10	vmod
12	phòng	N	O	11	dob
13	,	CH	O	1	punct
14	chống	V	O	1	vmod
15	ma_tuý	N	O	14	dob
16	.	CH	O	1	punct
17	6	M	O	1	det
18	.	CH	O	1	punct
1	Quản_lý	V	O	0	root
2	chặt_chẽ	A	O	1	vmod
3	người	N	O	2	amod
4	sử_dụng	V	O	3	nmod
5	trái_phép	A	O	4	vmod
6	chất	N	O	4	dob
7	ma_tuý	N	O	6	nmod
8	,	CH	O	1	punct
9	người	N	O	6	nmod
10	nghiện	V	O	9	nmod
11	ma_tuý	N	O	10	dob
12	;	CH	O	1	punct
13	khuyến_khích	V	O	1	vmod
14	người	N	O	17	sub
15	nghiện	V	O	14	nmod
16	ma_tuý	N	O	15	dob
17	tự_nguyện	V	O	13	vmod
18	cai_nghiện	V	O	17	vmod
19	ma_tuý	N	O	18	dob
20	,	CH	O	1	punct
21	điều_trị	V	O	1	vmod
22	nghiện	V	O	21	vmod
23	các	L	O	24	det
24	chất	N	O	21	dob
25	dạng	N	O	24	nmod
26	thuốc_phiện	N	O	25	nmod
27	bằng	E	O	21	mnr
28	thuốc	N	O	27	pob
29	thay_thế	V	O	28	nmod
30	;	CH	O	1	punct
31	khuyến_khích	V	O	1	vmod
32	cá_nhân	N	O	31	dob
33	,	CH	O	1	punct
34	gia_đình	N	O	38	sub
35	,	CH	O	1	punct
36	cơ_quan	N	O	1	sub
37	,	CH	O	1	punct
38	tổ_chức	V	O	1	vmod
39	tham_gia	V	O	38	vmod
40	,	CH	O	1	punct
41	hỗ_trợ	V	O	1	vmod
42	hoạt_động	N	O	41	dob
43	cai_nghiện	V	O	42	nmod
44	ma_tuý	N	O	43	dob
45	,	CH	O	1	punct
46	quản_lý	V	O	1	vmod
47	sau	N	O	46	vmod
48	cai_nghiện	V	O	46	vmod
49	ma_tuý	N	O	48	vmod
50	.	CH	O	1	punct
51	7	M	O	9	tmp
52	.	CH	O	1	punct
1	Bảo_đảm	V	O	0	root
2	kinh_phí	N	O	1	dob
3	cai_nghiện	V	O	2	nmod
4	ma_tuý	N	O	3	vmod
5	bắt_buộc	V	O	2	nmod
6	;	CH	O	1	punct
7	hỗ_trợ	V	O	1	vmod
8	kinh_phí	N	O	7	dob
9	cai_nghiện	V	O	8	nmod
10	ma_tuý	N	O	9	vmod
11	tự_nguyện	A	O	8	nmod
12	,	CH	O	1	punct
13	kinh_phí	N	O	16	sub
14	quản_lý	V	O	13	nmod
15	sau	N	O	14	vmod
16	cai_nghiện	V	O	1	vmod
17	ma_tuý	N	O	16	dob
18	.	CH	O	1	punct
19	8	M	O	1	vmod
20	.	CH	O	1	punct
1	Tổ_chức	N	O	9	sub
2	,	CH	O	1	punct
3	cá_nhân	N	O	1	nmod
4	trong	E	O	3	loc
5	nước	N	O	4	pob
6	và	Cc	O	5	coord
7	ngoài	N	O	6	conj
8	nước	N	O	5	nmod
9	đầu_tư	V	O	0	root
10	vào	E	O	9	vmod
11	hoạt_động	N	O	10	pob
12	cai_nghiện	V	O	11	nmod
13	ma_tuý	N	O	12	dob
14	,	CH	O	9	punct
15	hỗ_trợ	V	O	9	vmod
16	quản_lý	V	O	15	vmod
17	sau	N	O	16	dob
18	cai_nghiện	V	O	17	nmod
19	ma_tuý	N	O	18	vmod
20	,	CH	O	19	punct
21	phòng	N	O	19	nmod
22	,	CH	O	9	punct
23	chống	V	O	21	nmod
24	tái	Z	O	25	vmod
25	nghiện	V	O	23	vmod
26	ma_tuý	N	O	25	dob
27	được	V	O	9	dep
28	miễn	V	O	27	vmod
29	,	CH	O	9	punct
30	giảm	V	O	9	vmod
31	tiền	N	O	30	dob
32	thuê	V	O	31	nmod
33	đất	N	O	32	dob
34	,	CH	O	9	punct
35	thuế_thu_nhập	V	O	9	vmod
36	doanh_nghiệp	N	O	35	dob
37	theo	V	O	36	nmod
38	quy_định	V	O	37	vmod
39	của	E	O	36	nmod
40	pháp_luật	N	O	39	pob
41	.	CH	O	9	punct
42	9	M	O	9	dep
43	.	CH	O	9	punct
1	Khuyến_khích	V	O	0	root
2	nghiên_cứu	V	O	1	vmod
3	khoa_học	N	O	2	dob
4	,	CH	O	1	punct
5	phát_triển	V	O	1	vmod
6	công_nghệ	N	O	5	dob
7	và	Cc	O	1	coord
8	ứng_dụng	V	O	7	conj
9	công_nghệ_cao	N	O	8	dob
10	trong	E	O	8	loc
11	phòng	N	O	10	pob
12	,	CH	O	1	punct
13	chống	V	O	1	vmod
14	ma_tuý	N	O	13	dob
15	.	CH	O	1	punct
16	10	M	O	11	det
17	.	CH	O	1	punct
1	Khen_thưởng	V	O	0	root
2	cá_nhân	N	O	1	dob
3	,	CH	O	1	punct
4	tổ_chức	V	O	1	vmod
5	,	CH	O	1	punct
6	cơ_quan	N	O	7	sub
7	có	V	O	1	dep
8	thành_tích	N	O	7	dob
9	trong	E	O	8	nmod
10	phòng	N	O	9	pob
11	,	CH	O	1	punct
12	chống	V	O	1	vmod
13	ma	N	O	12	dob
14	tuý.Điều	N	O	13	nmod
15	4	M	O	14	det
16	.	CH	O	1	punct
1	Nguồn	N	O	0	root
2	tài_chính	N	O	1	nmod
3	cho	E	O	1	loc
4	phòng	N	O	3	pob
5	,	CH	O	1	punct
6	chống	V	O	1	nmod
